月份,模块,曝光UV(udid),支付转化率,UV(udid)价值,引导成交业绩
202505,全站,23879612,0.1942883745347286,17.187053965114675,4.1042018011E8
202505,分类页主商品,6304860,0.29117839254162664,13.662944136745304,8.614294997E7
202505,分类页购后推荐,2560063,0.015009396253139082,0.4602173107267282,1178185.309151
202505,券适用商品列表页,0,0.0,0.0,8788707.47
202505,单列瀑布页,766102,0.15434889871061555,3.107841658160402,2380923.71
202505,商详售空品相似推荐,415520,0.01675731613400077,0.43938180665190607,182571.92830000003
202505,商详推荐,8618557,0.031587422349240134,0.8870573275781549,7645154.14
202505,推荐加权,0,0.017858475777683364,0.4031549980963484,0.0
202505,搜索准备页榜单,10757895,0.0014315068142977784,0.052300331988739436,562641.48
202505,搜索少结果推荐,5520346,0.06059239765043713,1.3555612996181763,7483167.398102001
202505,搜索无结果推荐,543196,0.06897142099720911,1.908370218932024,1036619.0694429997
202505,搜索结果,11016658,0.3258776845028683,19.77774157008414,2.1788461489E8
202505,搜索购后推荐,4957502,0.00514331612977665,0.05317854233845997,263632.73
202505,支付完成页推荐,3211398,0.001977954772345253,0.08108747537271929,260404.15623700002
202505,爆款专区落地页,817913,0.13713072172712745,3.4651716380593047,2834208.93
202505,相似推荐页,113838,0.08578857674941584,1.6582728649484357,188774.46640000003
202505,结算页顺手买,5635291,0.012081363677581157,0.09980206168590051,562413.66
202505,评价完成页推荐,104657,0.0030289421634482165,0.06874952260240595,7195.1187869999985
202505,购物车底部推荐,5915091,0.049287153824007106,0.9410781406406089,5566562.84
202505,首页feeds,4895975,0.0743149219511946,1.5525176811319514,7601087.753880006
202505,首页爆款专区,15148243,0.0034238294170485647,0.07132021977730355,1080376.02
202505,首页购后推荐,744729,0.008080791804804163,0.0686807550128973,51148.55
202505,首页阅后推荐,1192584,0.005409262576053343,0.08558530887551737,102067.67
202506,个人中心推荐,7910271,0.0063784161124189045,0.2642207150677897,2090057.46
202506,全站,24041209,0.1908122840244848,16.07984997260329,3.8657903388E8
202506,分类页主商品,6258331,0.291497046097434,13.118199657384693,8.209803558E7
202506,分类页购后推荐,2590977,0.0155416277334766,0.45617230514203755,1181931.950660001
202506,券适用商品列表页,0,0.0,0.0,8199434.81
202506,单列瀑布页,789252,0.15477312696071724,3.0207926619127985,2384166.65
202506,商详售空品相似推荐,420217,0.017807466142493046,0.41152134268961027,172928.26406099997
202506,商详推荐,8398779,0.030918422785026253,0.8243647344453283,6923657.22
202506,推荐加权,0,0.018088412153384498,0.38812394043847676,0.0
202506,搜索准备页榜单,10681505,0.001286522826137328,0.04206707013665209,449339.62
202506,搜索少结果推荐,5419188,0.06226061911858382,1.2756190012839563,6912819.184330001
202506,搜索无结果推荐,514671,0.07139512426385011,1.772514992086207,912262.0634920002
202506,搜索结果,10761234,0.32849067309566915,18.87482245065947,2.031163811E8
202506,搜索购后推荐,4953608,0.005131613159539471,0.0517970275403302,256582.17
202506,支付完成页推荐,3174740,0.0018892885716625613,0.06164702864045559,195713.28770599997
202506,爆款专区落地页,708488,0.14241313896636218,3.4442380534320978,2440201.33
202506,相似推荐页,120948,0.084995204550716,1.524632235522704,184401.219622
202506,结算页顺手买,5663541,0.01203646270063199,0.09749788692268671,552183.28
202506,评价完成页推荐,103401,0.0038297501958394985,0.11566404152764476,11959.777557999994
202506,购物车底部推荐,5957933,0.0486626821751772,0.8977522556900186,5348747.79
202506,首页feeds,4639385,0.07818773393456245,1.5940038360968114,7395197.487130005
202506,首页爆款专区,14428373,0.0030841315233533263,0.0557241291169836,804008.52
202506,首页购后推荐,758440,0.007318970518432572,0.06097812615368388,46248.25
202506,首页阅后推荐,1229985,0.0053968137822818976,0.08966197148745718,110282.88
202507,个人中心推荐,8572833,0.008162879178913202,0.34775608716511797,2981254.86
202507,全站,25596435,0.18884770476826168,15.625799822905027,3.9996476949E8
202507,分类页主商品,6515995,0.2953496741480004,12.98120290914895,8.458545325E7
202507,分类页购后推荐,2758826,0.016136936508500354,0.4634056103828225,1278455.4464700008
202507,券适用商品列表页,0,0.0,0.0,8312245.86
202507,单列瀑布页,817449,0.15348358123870726,2.9807689776365254,2436626.62
202507,商详售空品相似推荐,433464,0.01772004134138014,0.3746912311587581,162415.15982299994
202507,商详推荐,8562046,0.02969792500530831,0.7601818128517412,6508711.65
202507,推荐加权,0,0.019391571662130316,0.4169531647258566,0.0
202507,搜索准备页榜单,11153107,0.001723017630871828,0.04631630091955542,516570.66
202507,搜索少结果推荐,5618651,0.0632005796409138,1.2651768764804934,7108587.322214002
202507,搜索无结果推荐,514440,0.07303670010108079,1.7876619490339007,919644.813061
202507,搜索结果,11182013,0.3321916188078122,18.868716867884164,2.1099023731E8
202507,搜索购后推荐,5226800,0.005445205479452055,0.053235019514808295,278248.8
202507,支付完成页推荐,3328350,0.0018943320263794374,0.05749972214640887,191379.20020599995
202507,爆款专区落地页,891357,0.16406557641887595,4.00546607027263,3570300.22
202507,相似推荐页,126947,0.08546086161941598,1.5905288573735492,201912.86685699996
202507,结算页顺手买,5979830,0.012440989125108907,0.09929812385970839,593785.9
202507,评价完成页推荐,108743,0.003623221724616757,0.12629379488334877,13733.566136999994
202507,购物车底部推荐,6244966,0.04929602499036824,0.8659964265618099,5408118.24
202507,首页feeds,4939931,0.07638932608572872,1.5547350632085764,7680283.935531006
202507,首页爆款专区,15890735,0.005128711793381489,0.09558848977092627,1518971.36
202507,首页购后推荐,792910,0.008115675171204803,0.06642214122662093,52666.78
202507,首页阅后推荐,1273865,0.0059080043803699765,0.0945749824353444,120475.76
202508,个人中心推荐,8277218,0.008332630601247908,0.3500110278598437,2897117.58
202508,全站,25308001,0.18583115276469286,15.546187969962544,3.9344294069E8
202508,分类页主商品,6301026,0.2994975738871733,13.55179499814792,8.539021263E7
202508,分类页购后推荐,2660484,0.016175628193967714,0.47460625141515594,1262682.3381899998
202508,券适用商品列表页,0,0.0,0.0,7795767.82
202508,单列瀑布页,755992,0.15956385781860125,3.126385292436957,2363522.27
202508,商详售空品相似推荐,411550,0.01807556797472968,0.3921666368436397,161396.17939299994
202508,商详推荐,8265242,0.03430304883994927,0.9029131355137575,7462795.57
202508,推荐加权,0,0.020063994091957374,0.43389912753307713,0.0
202508,搜索准备页榜单,10881659,0.0016443264763213036,0.049528781410996245,538955.31
202508,搜索少结果推荐,5472514,0.063452738540276,1.2869204944791377,7042690.422924004
202508,搜索无结果推荐,501259,0.0704286606325273,1.7683074584177048,886380.0282990002
202508,搜索结果,10894062,0.3318454585626555,19.077499291816036,2.0783146009E8
202508,搜索购后推荐,5011370,0.0054220702123371455,0.05412247748619639,271227.76
202508,支付完成页推荐,3284807,0.0019955510323742005,0.07022579300945231,230678.17645800003
202508,爆款专区落地页,806951,0.1835526568527705,4.293941763502369,3465000.6
202508,相似推荐页,117405,0.08276478855244666,1.7770014306290187,208628.85296299995
202508,结算页顺手买,5759003,0.012703414115255714,0.09764800087792974,562355.13
202508,评价完成页推荐,104957,0.0034776146421868002,0.08295600572615451,8706.813492999998
202508,购物车底部推荐,5989620,0.04918325369555999,0.8773785382044269,5255164.04
202508,首页feeds,4647358,0.07849147838406252,1.6036920583783314,7452931.117041005
202508,首页爆款专区,14672040,0.0056576999517449515,0.09889318731410218,1450964.8
202508,首页购后推荐,750806,0.00798608428808507,0.06619159942781491,49697.05
202508,首页阅后推荐,1178796,0.005906026148714451,0.08913034146705621,105066.49
202509,个人中心推荐,6823690,0.007681620941162333,0.33872728538371466,2311369.99
202509,全站,23117240,0.17594180793208877,15.363086050064801,3.5515214736E8
202509,分类页主商品,5764362,0.27702875010278677,12.960802685535711,7.471075849E7
202509,分类页购后推荐,2273847,0.01461971715775072,0.446130430039928,1014432.3399550001
202509,券适用商品列表页,0,0.0,0.0,5810680.83
202509,单列瀑布页,695702,0.14638020301795884,3.006771131892678,2091816.69
202509,商详售空品相似推荐,329864,0.01708886086387117,0.4316753601726772,142394.161008
202509,商详推荐,7835974,0.03276478456921884,0.9677487776248364,7583254.26
202509,推荐加权,0,0.018556994486524186,0.42681126523475355,0.0
202509,搜索准备页榜单,10248295,0.0014983955867780934,0.05513061831260712,564994.84
202509,搜索少结果推荐,4882956,0.05286920463751875,1.1891182957315214,5806412.316852007
202509,搜索无结果推荐,444448,0.06194650442796457,1.7581057699955909,781386.5932630004
202509,搜索结果,10239907,0.3079639297505339,18.912456917821615,1.9366179998E8
202509,搜索购后推荐,4443230,0.0047143631997443305,0.049036750292017296,217881.56
202509,支付完成页推荐,2858782,0.001809162083712574,0.07493646418089941,214227.014944
202509,爆款专区落地页,705578,0.1818055551618673,4.268745836746611,3011933.15
202509,相似推荐页,95638,0.08608502896338276,1.717425897969426,164251.17802999995
202509,结算页顺手买,4970008,0.01193478964218971,0.09831929646793325,488647.69
202509,评价完成页推荐,86773,0.00296175077501066,0.08262432775172,7169.560791999999
202509,购物车底部推荐,5313924,0.0448102005222506,0.8621001749366382,4581134.81
202509,首页feeds,4559493,0.06836220606106863,1.4525314428784097,6622806.946084009
202509,首页爆款专区,13573962,0.00514389240223304,0.08950802204986281,1214978.49
202509,首页购后推荐,646550,0.006417137112365633,0.05875268734049958,37986.55
202509,首页阅后推荐,1081468,0.004855437239012158,0.08371092810882985,90530.69
202510,个人中心推荐,3403227,0.007841968813717098,0.342928873096035,1167064.8
202510,全站,24041365,0.17259369424323454,15.56791368044202,3.7427389508E8
202510,分类页主商品,5616324,0.291738866917222,13.93904405265793,7.828618765E7
202510,分类页购后推荐,2254438,0.015019707794137608,0.48865477523711015,1101641.894176
202510,券适用商品列表页,0,0.0,0.0,8849121.78
202510,单列瀑布页,687519,0.1496104107668297,3.119366359329706,2144623.64
202510,商详售空品相似推荐,316345,0.017041521124089208,0.41883955408810003,132497.798738
202510,商详推荐,7723967,0.03556009496156574,1.08021652992562,8343556.83
202510,推荐加权,0,0.018700322426341336,0.43548421820108807,0.0
202510,搜索准备页榜单,10165110,0.0013667338572824102,0.043556084489002084,442752.39
202510,搜索少结果推荐,4706718,0.049206262197990194,1.1379731030503644,5356118.487643004
202510,搜索无结果推荐,402332,0.06040036586699542,1.6334429915293835,657186.385668
202510,搜索结果,10235682,0.31798985157999243,19.856788854909716,2.0324777626E8
202510,搜索购后推荐,4502711,0.005130686824004472,0.05480203592902143,246757.73
202510,支付完成页推荐,2916892,0.0017861477216160214,0.06563349275873087,191445.80995999998
202510,爆款专区落地页,685296,0.1929808433144218,4.584604492073498,3141811.12
202510,相似推荐页,93496,0.10749122957131856,2.2223344287563096,207779.3797509999
202510,结算页顺手买,4968150,0.012692853476646237,0.1066366534826847,529786.89
202510,评价完成页推荐,79617,0.002524586457666076,0.08137365006217262,6478.7258969999975
202510,购物车底部推荐,5389035,0.04620214936440383,0.8963216921025751,4830308.97
202510,首页feeds,4381958,0.07312804002229141,1.5593312525932475,6832924.056951002
202510,首页爆款专区,13321547,0.005333764914840596,0.09655697645326028,1286288.3
202510,首页购后推荐,644742,0.006977984992446591,0.06353767863734641,40965.41
202510,首页阅后推荐,1058197,0.005038759323642006,0.09285556470109063,98259.48
202511,个人中心推荐,1553881,0.011995127039972816,0.475028872867356,738138.34
202511,全站,20836871,0.18201677209596392,15.753789183126392,3.2825967297E8
202511,分类页主商品,4857659,0.29831818165910784,13.65028596902335,6.630843449E7
202511,分类页购后推荐,1984799,0.014989930970340069,0.48629982372018515,965207.4038199999
202511,券适用商品列表页,0,0.0,0.0,8531032.65
202511,单列瀑布页,629039,0.15591720068231063,3.109459477075348,1955971.28
202511,商详售空品相似推荐,253992,0.016902107152981197,0.3744713618617911,95112.73014200004
202511,商详推荐,6953452,0.03896755165635716,1.0990142665829865,7641942.95
202511,推荐加权,0,0.20441905529632215,8.895472973558185,0.0
202511,搜索准备页榜单,9064110,0.0013084572009827771,0.03180524177222033,288286.21
202511,搜索少结果推荐,4189462,0.0486759397746059,1.0714947655629778,4488986.603525004
202511,搜索无结果推荐,345065,0.05964383521945141,1.6383793621230782,565347.374591
202511,搜索结果,9156258,0.32598862985293775,19.533256535584734,1.7885153642E8
202511,搜索购后推荐,4090951,0.004995171049469916,0.05371279196450898,219736.4
202511,支付完成页推荐,2655830,0.0017384395838589066,0.06473821918458639,171933.70465700005
202511,爆款专区落地页,620487,0.19568339062703974,4.5509594882729205,2823811.2
202511,相似推荐页,76270,0.10546741838206372,1.8307610590271404,139632.145972
202511,结算页顺手买,4415860,0.015576354322827264,0.12136901758660827,535948.59
202511,评价完成页推荐,72044,0.002512353561712287,0.05140049882016544,3703.0975369999987
202511,购物车底部推荐,4859085,0.045893825689404484,0.8498922410289179,4129698.64
202511,首页feeds,4034762,0.07345811227527176,1.5445506656895753,6231894.332999003
202511,首页爆款专区,12933683,0.004997725705817902,0.08654690469837556,1119370.23
202511,首页购后推荐,593372,0.006640016718011635,0.0637915675158248,37852.13
202511,首页阅后推荐,960938,0.005133525784181706,0.10600244760848254,101861.78
202512,个人中心推荐,1651593,0.011255799703680023,0.4480280613928492,739960.01
202512,全站,21988260,0.1731234758912256,15.213586322428423,3.3452029159E8
202512,凑单浮层,71358,0.2183637433784579,2.430038397937162,173402.68
202512,分类页主商品,5054034,0.2801985503065472,13.665054283370473,6.906364896E7
202512,分类页购后推荐,1957350,0.014763327968937595,0.5176145912826017,1013152.9202470004
202512,券适用商品列表页,215282,0.8926524279781868,30.7238996293234,6614302.56
202512,单列瀑布页,665272,0.14905632583364398,3.158740094277228,2101421.34
202512,商详售空品相似推荐,270895,0.016260912899832038,0.39099519826870177,105918.64423499997
202512,商详推荐,7305892,0.03681754397683404,1.0922254955315518,7979681.51
202512,推荐加权,0,0.19553896098952014,9.069951928092713,0.0
202512,搜索准备页榜单,9343175,0.0013541435325785936,0.03531532910386458,329957.3
202512,搜索少结果推荐,4294343,0.04701999816968509,1.070570885297705,4597398.587282002
202512,搜索无结果推荐,339850,0.05940267765190525,1.6235283029454168,551756.0937559999
202512,搜索结果,9456136,0.3171327062131932,19.301243875934105,1.8251518706E8
202512,搜索购后推荐,4130019,0.004872616808784657,0.05549222170648609,229183.93
202512,支付完成页推荐,2538836,0.0017015671748785665,0.07246206658996486,183969.303293
202512,爆款专区落地页,653338,0.17024266153200945,4.472875249870665,2922299.37
202512,相似推荐页,76168,0.10672460875958407,2.1442139488892975,163320.488059
202512,结算页顺手买,4477174,0.015955153853747923,0.12149203269741136,543940.97
202512,评价完成页推荐,73893,0.002490087017714804,0.15219756956680608,11246.335008000002
202512,购物车底部推荐,5052786,0.04426132434660799,0.8477511594593556,4283505.19
202512,首页feeds,4237490,0.07014978206438245,1.531097737973188,6488011.353684004
202512,首页爆款专区,13307315,0.00452037093884078,0.09505487320319689,1264925.14
202512,首页购后推荐,599688,0.00610484118408239,0.06041521591227438,36230.28
202512,首页阅后推荐,1033901,0.004899888867502788,0.08761200540477279,90582.14
202601,个人中心推荐,1937506,0.009914291878321926,0.4375646062515419,847784.05
202601,全站,24080288,0.16903934039327104,15.354652651579583,3.6974445799E8
202601,凑单浮层,407958,0.2645836090970149,3.48063111888969,1419951.31
202601,分类页主商品,5359538,0.2761426451309796,14.0796113956091,7.54602123E7
202601,分类页购后推荐,2056767,0.014587943116551365,0.4975658504244774,1023377.021480001
202601,券适用商品列表页,1290198,0.16811605660526524,7.82714791838152,1.009857059E7
202601,单列瀑布页,733859,0.15064065440363886,3.4076451879720766,2500731.09
202601,商详售空品相似推荐,332065,0.014536310662069174,0.3660428323310198,121550.01311800009
202601,商详推荐,7971756,0.03496732714849777,1.073647896398234,8558859.06
202601,推荐加权,0,0.1973849358886718,9.480854196928417,0.0
202601,搜索准备页榜单,9814029,0.001406252213030958,0.055111973889622703,540870.51
202601,搜索少结果推荐,4552913,0.048271073925638376,1.1092372020249461,5050260.477183004
202601,搜索无结果推荐,356596,0.05912012473499422,1.6546055354631017,590025.7155240002
202601,搜索结果,9995519,0.314480918899759,19.731673775018585,1.9722832012E8
202601,搜索购后推荐,4345030,0.004989608817430489,0.056320331505190994,244713.53
202601,支付完成页推荐,2605433,0.001839233632183211,0.10569461070309621,275380.22664800007
202601,爆款专区落地页,716212,0.17155674576801283,4.872068437836842,3489433.88
202601,相似推荐页,88731,0.09852250059167597,2.0773141287937746,184322.15996200044
202601,结算页顺手买,4704724,0.018742863555864277,0.1343419741519375,632041.91
202601,评价完成页推荐,82371,0.002792244843452186,0.15527906417307066,12790.491795000004
202601,购物车底部推荐,5627391,0.05420540353424882,1.0806492031564894,6081235.6
202601,首页feeds,4608001,0.07505966253045518,1.784571627538057,8223307.844266994
202601,首页爆款专区,14025028,0.004747584104644925,0.1180753906516265,1656010.66
202601,首页购后推荐,726333,0.006050943575467451,0.06106440158990435,44353.09
202601,首页阅后推荐,1173765,0.004769268124369018,0.09971973947084808,117047.54
202602,个人中心推荐,2502458,0.006231073608428193,0.29096286131475535,728122.34
202602,全站,25141239,0.14316971410995297,15.171073437152401,3.8141958317E8
202602,凑单浮层,355401,0.2803284177590947,4.0311341273659895,1432669.1
202602,分类页主商品,5143718,0.24064402441969018,14.527367013510462,7.47246792E7
202602,分类页购后推荐,1789244,0.014402172090558918,0.5682024694921425,1016652.859323999
202602,券适用商品列表页,1399311,0.14581676267820376,6.37298189609029,8917783.67
202602,单列瀑布页,709965,0.12983738635003134,3.5083769904150204,2490824.87
202602,商详售空品相似推荐,552663,0.010923474160564394,0.3388071879246491,187246.19690000036
202602,商详推荐,7787906,0.03148548531530812,1.1776869353584904,9171715.15
202602,推荐加权,0,0.17099316007253176,9.611478217307274,0.0
202602,搜索准备页榜单,9729871,0.0011646608675490147,0.050919655563778796,495441.68
202602,搜索少结果推荐,4939923,0.05023054003068469,1.3941773276978113,6887128.647172955
202602,搜索无结果推荐,421625,0.054477319893270086,1.769248015295583,745959.1944490002
202602,搜索结果,9917600,0.28485712269097363,21.595359224005804,2.1417413464E8
202602,搜索购后推荐,4055353,0.004852351940755836,0.06299815330502671,255479.75
202602,支付完成页推荐,2486629,0.0021700060604135157,0.09594368681858058,238576.35401000018
202602,爆款专区落地页,527014,0.12228517648487516,3.595662278421446,1894964.36
202602,相似推荐页,107258,0.09739133677674393,2.6802093534561533,287473.8948330001
202602,结算页顺手买,4490784,0.013555094166185682,0.13275668123873247,596181.58
202602,评价完成页推荐,73881,0.0021115036342226013,0.0628854897605609,4646.042869
202602,购物车底部推荐,5341106,0.05034369286061726,1.1539127626375512,6163170.38
202602,首页feeds,4664960,0.06315338180820414,1.6596071223009492,7742000.841249036
202602,首页爆款专区,14028808,0.0023458871202742242,0.060837612860622226,853479.19
202602,首页购后推荐,648954,0.006119077777469589,0.07090282207983925,46012.67
202602,首页阅后推荐,1168091,0.004073312781281596,0.10450455486772862,122070.83
202603,个人中心推荐,1766304,0.009005811004221244,0.3479034469717557,614503.25
202603,全站,23562831,0.1772220409338759,14.979506704436321,3.5295958494E8
202603,凑单浮层,457020,0.2681217452190276,3.493037000568903,1596387.77
202603,分类页主商品,5242612,0.2995958884617057,13.591160345263011,7.125318032E7
202603,分类页购后推荐,2132292,0.014622293757140204,0.4741066807707389,1010933.8825540005
202603,券适用商品列表页,1396331,0.16529103772672812,6.865856748865419,9587008.62
202603,单列瀑布页,744878,0.15484549147645654,3.2611899398290727,2429188.64
202603,商详售空品相似推荐,585981,0.012995301895453948,0.30171914592964594,176801.68685099986
202603,商详推荐,8102520,0.029674841901038196,0.8562323116758737,6937639.43
202603,常买的推荐,88646,0.04636419014958374,0.8323662658213569,73785.94
202603,推荐加权,0,0.21347632569670957,9.044600789950504,0.0
202603,搜索准备页榜单,9897981,0.0015058626602738477,0.06800169549729385,673079.49
202603,搜索少结果推荐,5033335,0.05552064386733647,1.238045534077504,6231497.918265994
202603,搜索无结果推荐,373262,0.0618841457207002,1.6404411146004654,612314.3313179989
202603,搜索结果,10081544,0.32069581802152525,18.659119885803207,1.8811273813E8
202603,搜索购后推荐,4423500,0.004991522550016955,0.062188298858370065,275089.94
202603,支付完成页推荐,2825394,0.0018131984424119255,0.07356942312187255,207862.60667199997
202603,爆款专区落地页,693879,0.168489030508201,3.852544838509308,2673199.96
202603,相似推荐页,107785,0.11029364011689938,2.2544523671661163,242996.14839499985
202603,结算页顺手买,4912643,0.01393730421689506,0.13466046077437338,661538.77
202603,评价完成页推荐,75810,0.00221606648199446,0.05605617158686187,4249.618367999999
202603,购物车底部推荐,5779186,0.05661610475938999,1.104414204699416,6382615.11
202603,首页feeds,4668729,0.079914897609178,1.7737572592253767,8281191.955106034
202603,首页爆款专区,14164993,0.0043828472064899714,0.07874013280486619,1115353.43
202603,首页购后推荐,752111,0.005932634943512327,0.05795274899582641,43586.9
202603,首页阅后推荐,1205466,0.004649654158640725,0.08217367391531573,99057.57
